,gocam,title,identifier
1920,http://model.geneontology.org/R-HSA-2500257,Resolution of Sister Chromatid Cohesion - Reactome,Q9NSP4
1921,http://model.geneontology.org/R-HSA-2500257,Resolution of Sister Chromatid Cohesion - Reactome,P53350
1922,http://model.geneontology.org/R-HSA-2500257,Resolution of Sister Chromatid Cohesion - Reactome,"sset:CCNB1,CCNB2:p-T161-CDK1"
1923,http://model.geneontology.org/R-HSA-2500257,Resolution of Sister Chromatid Cohesion - Reactome,P06493
1924,http://model.geneontology.org/R-HSA-844456,The NLRP3 inflammasome - Reactome,Q99572
1925,http://model.geneontology.org/R-HSA-9640463,Wax biosynthesis - Reactome,Q8WVX9
1926,http://model.geneontology.org/R-HSA-9640463,Wax biosynthesis - Reactome,Q96K12
1927,http://model.geneontology.org/R-HSA-9640463,Wax biosynthesis - Reactome,Q58HT5
1928,http://model.geneontology.org/R-HSA-9640463,Wax biosynthesis - Reactome,Q6E213
1929,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,O14757
1930,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,O96017
1931,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,"sset:p21,p27"
1932,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,P30304
1933,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,Q13315
1934,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,Q13315
1935,http://model.geneontology.org/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence - Reactome,Q92993
1936,http://model.geneontology.org/R-HSA-9645460,ALPK1 signaling pathway - Reactome,Q96QP1
1937,http://model.geneontology.org/R-HSA-9645460,ALPK1 signaling pathway - Reactome,Q9Y4K3
1938,http://model.geneontology.org/R-HSA-9645460,ALPK1 signaling pathway - Reactome,O43318
1939,http://model.geneontology.org/R-HSA-9645460,ALPK1 signaling pathway - Reactome,Q9Y4K3
1940,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,Q9Y397
1941,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,P49354
1942,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,P49356
1943,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,Q6R6M4
1944,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,O60725
1945,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,Q9Y256
1946,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,"sset:LYPLA1 dimer, ABHD17A,B,C"
1947,http://model.geneontology.org/R-HSA-9648002,RAS processing - Reactome,"sset:PKCZ,PRKG2"
1948,http://model.geneontology.org/R-HSA-9616222,Transcriptional regulation of granulopoiesis - Reactome,Q03164
1949,http://model.geneontology.org/R-HSA-163615,PKA activation - Reactome,sset:Adenylate cyclase
1950,http://model.geneontology.org/R-HSA-163615,PKA activation - Reactome,sset:Gs
1951,http://model.geneontology.org/R-HSA-163615,PKA activation - Reactome,sset:Adenylate cyclase
1952,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,Q9NS75
1953,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:Adenylate cyclase
1954,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:Gs
1955,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:Adenylate cyclase
1956,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:GNB
1957,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:Gs
1958,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,Q99527
1959,http://model.geneontology.org/R-HSA-9634597,GPER1 signaling - Reactome,sset:G-protein gamma subunit
1960,http://model.geneontology.org/R-HSA-111957,Cam-PDE 1 activation - Reactome,sset:Adenylate cyclase
1961,http://model.geneontology.org/R-HSA-111957,Cam-PDE 1 activation - Reactome,sset:Gs
1962,http://model.geneontology.org/R-HSA-111957,Cam-PDE 1 activation - Reactome,sset:Adenylate cyclase
1963,http://model.geneontology.org/R-HSA-111957,Cam-PDE 1 activation - Reactome,sset:activated PDE1 dimers
1964,http://model.geneontology.org/R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ - Reactome,O15530
1965,http://model.geneontology.org/R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ - Reactome,Q05513
1966,http://model.geneontology.org/R-HSA-9022692,Regulation of MECP2 expression and activity - Reactome,Q9H2X6
1967,http://model.geneontology.org/R-HSA-9022692,Regulation of MECP2 expression and activity - Reactome,Q96GD4
1968,http://model.geneontology.org/R-HSA-9022692,Regulation of MECP2 expression and activity - Reactome,"sset:Active PRKACA,CaMK IV"
1969,http://model.geneontology.org/R-HSA-9022692,Regulation of MECP2 expression and activity - Reactome,"sset:Active CaMK IV,(CaMK II)"
1970,http://model.geneontology.org/R-HSA-9022692,Regulation of MECP2 expression and activity - Reactome,P0DP23
1971,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,Q9NS75
1972,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,sset:Adenylate cyclase
1973,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,sset:Gs
1974,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,sset:Adenylate cyclase
1975,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,Q9ULV0
1976,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,P29972
1977,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,P41181
1978,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,P55087
1979,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,Q92482
1980,http://model.geneontology.org/R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins - Reactome,"sset:PRKACA,PRKACB,PRKACG"
1981,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:Gs
1982,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:Adenylate cyclase
1983,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:Protein kinase C conventional and novel isoforms
1984,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,"sset:RGS16,17,20"
1985,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:G alpha (i)
1986,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:Ligand:GPCR complexes that activate Gi
1987,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:G-protein gamma subunit
1988,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:GNB
1989,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,P19086
1990,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,"sset:ADRA2A,B,C"
1991,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,P19086
1992,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:G-protein gamma subunit
1993,http://model.geneontology.org/R-HSA-418597,G alpha (z) signalling events - Reactome,sset:GNB
1994,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,O43504
1995,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,Q9UHA4
1996,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,Q0VGL1
1997,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,Q9Y2Q5
1998,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,Q6IAA8
1999,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,"sset:RRAGC,D:GTP"
2000,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,"sset:RRAGA, RRAGB:GTP"
2001,http://model.geneontology.org/R-HSA-9639288,Amino acids regulate mTORC1 - Reactome,Q8NBW4
2002,http://model.geneontology.org/R-HSA-5213460,RIPK1-mediated regulated necrosis - Reactome,Q13546
2003,http://model.geneontology.org/R-HSA-5213460,RIPK1-mediated regulated necrosis - Reactome,Q9Y572
2004,http://model.geneontology.org/R-HSA-8964616,G beta:gamma signalling through CDC42 - Reactome,Q15052
2005,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome","sset:PRKACA,PRKACB,PRKACG"
2006,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",P16118
2007,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",sset:PP2A-catalytic subunit C
2008,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",Q14738
2009,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",sset:PP2A-subunit A
2010,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",sset:PFKFB dimers
2011,http://model.geneontology.org/R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism - Reactome",P06744
2012,http://model.geneontology.org/R-HSA-163359,Glucagon signaling in metabolic regulation - Reactome,Q9NS75
2013,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P06744
2014,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P49247
2015,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,"sset:GCK, HK1, HK2, HK3"
2016,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,Q96G03
2017,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,sset:G6PD dimer and tetramer
2018,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P11413
2019,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P52209
2020,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P37837
2021,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,O75191
2022,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,Q9Y315
2023,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P60174
2024,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,O95336
2025,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,P29401
2026,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,Q9H477
2027,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,sset:RPE:Fe2+ dimers
2028,http://model.geneontology.org/R-HSA-71336,Pentose phosphate pathway - Reactome,Q9UHJ6
2029,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,P06744
2030,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,"sset:GCK, HK1, HK2, HK3"
2031,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,P60174
2032,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,Q3LXA3
2033,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,P05062
2034,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:pyruvate kinase tetramer
2035,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:PGAM dimers
2036,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,Q9BRR6
2037,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,P07738
2038,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:enolase dimer
2039,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:aldolase tetramer
2040,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:PFK tetramer
2041,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:GAPDH tetramers
2042,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,"sset:GNPDA1,2 hexamers"
2043,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,sset:PGK complexes
2044,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,Q6PCE3
2045,http://model.geneontology.org/R-HSA-70171,Glycolysis - Reactome,A6NDG6
2046,http://model.geneontology.org/R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate - Reactome,P06744
2047,http://model.geneontology.org/R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate - Reactome,P37837
2048,http://model.geneontology.org/R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate - Reactome,P60174
2049,http://model.geneontology.org/R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate - Reactome,P29401
2050,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,sset:Gs
2051,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,sset:Adenylate cyclase
2052,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,sset:Rap1 cAMP-GEFs
2053,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,sset:Rap1 GTPase-activating proteins
2054,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,sset:CalDAG-GEFs
2055,http://model.geneontology.org/R-HSA-392517,Rap1 signalling - Reactome,"sset:PKA catalytic subunits, PKG type I"
2056,http://model.geneontology.org/R-HSA-418217,G beta:gamma signalling through PLC beta - Reactome,sset:PLC-beta 1/2/3
2057,http://model.geneontology.org/R-HSA-418217,G beta:gamma signalling through PLC beta - Reactome,sset:G-protein gamma subunit
2058,http://model.geneontology.org/R-HSA-418217,G beta:gamma signalling through PLC beta - Reactome,sset:GNB
2059,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,Q7Z569
2060,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,P26045
2061,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,P53778
2062,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,P35236
2063,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,sset:PP2A-catalytic subunit C
2064,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,sset:PP2A regulatory subunit B56
2065,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,sset:PP2A-subunit A
2066,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,sset:cytosolic MAPK DUSPs
2067,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,sset:nuclear MAPK DUSPs
2068,http://model.geneontology.org/R-HSA-5675221,Negative regulation of MAPK pathway - Reactome,P53041
2069,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,sset:CBP/p300
2070,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,Q92793
2071,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,Q96EB6
2072,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,P10599
2073,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,"sset:PCAF,(p300)"
2074,http://model.geneontology.org/R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation - Reactome,"sset:SIRT1,SIRT3"
2075,http://model.geneontology.org/R-HSA-9627069,Regulation of the apoptosome activity - Reactome,P55211
2076,http://model.geneontology.org/R-HSA-9627069,Regulation of the apoptosome activity - Reactome,sset:p-ERK dimer
2077,http://model.geneontology.org/R-HSA-111458,Formation of apoptosome - Reactome,P55211
2078,http://model.geneontology.org/R-HSA-164378,PKA activation in glucagon signalling - Reactome,sset:Gs
2079,http://model.geneontology.org/R-HSA-164378,PKA activation in glucagon signalling - Reactome,sset:Adenylate cyclase
2080,http://model.geneontology.org/R-HSA-112409,RAF-independent MAPK1/3 activation - Reactome,sset:cytosolic MAPK DUSPs
2081,http://model.geneontology.org/R-HSA-112409,RAF-independent MAPK1/3 activation - Reactome,sset:nuclear MAPK DUSPs
2082,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,Q9NS75
2083,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:Gs
2084,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:Adenylate cyclase
2085,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,"sset:GRK2, GRK3, GRK5, GRK6"
2086,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:Gs
2087,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,Q13370
2088,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,Q14432
2089,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:cAMP PDEs
2090,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,P27815
2091,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:Gs
2092,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:Ligand:GPCR complexes that activate Gs
2093,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:G-protein gamma subunit
2094,http://model.geneontology.org/R-HSA-418555,G alpha (s) signalling events - Reactome,sset:GNB
2095,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,P0DP23
2096,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,sset:CaMKK
2097,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,P0DP23
2098,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,sset:p-CaMKK
2099,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,Q14012
2100,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,P0DP23
2101,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,Q14155-1
2102,http://model.geneontology.org/R-HSA-9619229,Activation of RAC1 downstream of NMDARs - Reactome,Q9Y2X7
2103,http://model.geneontology.org/R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination - Reactome,Q86SQ4
2104,http://model.geneontology.org/R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion - Reactome,P40145
2105,http://model.geneontology.org/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors - Reactome,Q9P2E2
2106,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,P63279
2107,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,Q9UBT2
2108,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,Q9UBE0
2109,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,P49792
2110,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,Q8N2W9
2111,http://model.geneontology.org/R-HSA-4615885,SUMOylation of DNA replication proteins - Reactome,Q9Y6X2
2112,http://model.geneontology.org/R-HSA-4570464,SUMOylation of RNA binding proteins - Reactome,P63279
2113,http://model.geneontology.org/R-HSA-4570464,SUMOylation of RNA binding proteins - Reactome,Q9UBT2
2114,http://model.geneontology.org/R-HSA-4570464,SUMOylation of RNA binding proteins - Reactome,Q9UBE0
2115,http://model.geneontology.org/R-HSA-4570464,SUMOylation of RNA binding proteins - Reactome,O00257
2116,http://model.geneontology.org/R-HSA-4570464,SUMOylation of RNA binding proteins - Reactome,P49792
2117,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,P63279
2118,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,Q9UBT2
2119,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,Q9UBE0
2120,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,O00257
2121,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,P49792
2122,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,O75928-2
2123,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,P55854
2124,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,P63279
2125,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,O75925
2126,http://model.geneontology.org/R-HSA-4551638,SUMOylation of chromatin organization proteins - Reactome,O96006
2127,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,P63279
2128,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,Q9Y6X2
2129,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,O75928-2
2130,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,Q8N2W9
2131,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,"sset:PIAS1,3"
2132,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,"sset:PIAS1,2-2"
2133,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,O75925
2134,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,"sset:PIAS2-2,PIAS3,PIAS4"
2135,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,P56524
2136,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,"sset:PIAS1,2-1"
2137,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,Q9UBT2
2138,http://model.geneontology.org/R-HSA-4090294,SUMOylation of intracellular receptors - Reactome,Q9UBE0
2139,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,P63279
2140,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,O00257
2141,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,"sset:CBX4, UHRF2"
2142,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,Q9UBT2
2143,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,Q9UBE0
2144,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,O75925
2145,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,O75928-1
2146,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,Q9NS56
2147,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,"sset:PIAS1,3"
2148,http://model.geneontology.org/R-HSA-3899300,SUMOylation of transcription cofactors - Reactome,"sset:PIAS1,4"
2149,http://model.geneontology.org/R-HSA-4085377,SUMOylation of SUMOylation proteins - Reactome,P63279
2150,http://model.geneontology.org/R-HSA-4085377,SUMOylation of SUMOylation proteins - Reactome,Q9UBT2
2151,http://model.geneontology.org/R-HSA-4085377,SUMOylation of SUMOylation proteins - Reactome,Q9UBE0
2152,http://model.geneontology.org/R-HSA-4085377,SUMOylation of SUMOylation proteins - Reactome,P49792
2153,http://model.geneontology.org/R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest - Reactome,O14757
2154,http://model.geneontology.org/R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest - Reactome,Q9H4B4
2155,http://model.geneontology.org/R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest - Reactome,O96017
2156,http://model.geneontology.org/R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest - Reactome,"sset:p21,p27"
2157,http://model.geneontology.org/R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest - Reactome,P30304
2158,http://model.geneontology.org/R-HSA-69895,Transcriptional activation of cell cycle inhibitor p21 - Reactome,O14757
2159,http://model.geneontology.org/R-HSA-69895,Transcriptional activation of cell cycle inhibitor p21 - Reactome,Q9H4B4
2160,http://model.geneontology.org/R-HSA-69895,Transcriptional activation of cell cycle inhibitor p21 - Reactome,O96017
2161,http://model.geneontology.org/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation - Reactome,P63279
2162,http://model.geneontology.org/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation - Reactome,Q9UBT2
2163,http://model.geneontology.org/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation - Reactome,Q9UBE0
2164,http://model.geneontology.org/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation - Reactome,P46060
2165,http://model.geneontology.org/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation - Reactome,P18754
2166,http://model.geneontology.org/R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors - Reactome,P63279
2167,http://model.geneontology.org/R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors - Reactome,Q9UBT2
2168,http://model.geneontology.org/R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors - Reactome,Q9UBE0
2169,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,Q9UBT2
2170,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,Q9UBE0
2171,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,Q13315
2172,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,O96017
2173,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,Q13315
2174,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,O96017
2175,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,Q8N2W9
2176,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,O96028
2177,http://model.geneontology.org/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks - Reactome,P38398
